event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag
AE00297,C0411,O01163,2025-03-25 01:02:00,payment_retry,S30130,iOS,Central,565,True
AE00298,C0107,O01189,2025-06-14 12:47:00,track_order,S71004,iOS,EAST,78,True
AE00299,C0451,,2025-03-27 21:53:00,eta_refresh,S92082,Web,South,529,True
AE00300,C0014,O00867,2024-08-16 00:18:00,eta_refresh,S10509,Android,NORTH,214,True
AE00301,C0503,,2024-04-15 18:05:00,eta_refresh,S91821,iOS,NORTH,294,True
AE00302,C0555,O00728,2025-03-31 12:56:00,chat_opened,S23029,Web,NORTH,692,True
AE00303,C0274,O00142,2025-01-01 07:52:00,cancel_attempt,S47090,Web,SOUTH,233,True
AE00304,C0401,O00211,2025-10-25 04:43:00,search_route,S24776,Web,North,324,True
AE00305,C0428,O00667,2024-02-12 16:22:00,eta_refresh,S55317,iOS,EAST,226,True
AE00306,C0401,O00753,2024-08-28 19:44:00,chat_escalated,S68086,iOS,EAST,265,True
AE00307,C0173,O00956,2025-01-09 16:55:00,chat_escalated,S58130,Android,Ctr,270,False
AE00308,C0182,O00880,2025-04-01 08:58:00,eta_refresh,S58033,iOS,Ctr,535,True
AE00309,C0169,O01161,2024-12-15 06:35:00,delivery_instruction_update,S21517,Android,West,295,True
AE00310,C0229,O01161,2025-09-25 04:08:00,chat_opened,S21891,iOS,West,206,True
AE00311,C0312,,2024-08-26 16:45:00,chat_escalated,S51997,iOS,WEST,243,True
AE00312,C0517,,2025-11-26 03:53:00,eta_refresh,S16386,Android,RiverSide,512,True
AE00313,C0337,O00032,2025-11-18 21:27:00,track_order,S88456,Android,WEST,400,True
AE00314,C0047,O00755,2024-12-20 19:40:00,cancel_attempt,S71075,iOS,SOUTH,579,True
AE00315,C0137,O00044,2025-02-13 08:27:00,delivery_instruction_update,S89689,Android,WEST,296,True
AE00316,C0304,O01244,2025-02-17 13:00:00,eta_refresh,S25067,Android,Airport,440,True
AE00317,C0014,O00912,2025-05-03 14:40:00,track_order,S67860,Web,RiverSide,584,True
AE00318,C0031,O00212,2024-01-01 15:57:00,track_order,S16209,iOS,AIRPORT,668,True
AE00319,C0330,,2025-08-10 16:14:00,track_order,S94639,Android,NORTH,231,True
AE00320,C0244,O00884,2024-10-29 23:06:00,chat_opened,S67074,Android,NORTH,60,True
AE00321,C0239,O00437,2024-02-01 21:51:00,search_route,S46797,iOS,RiverSide,356,True
AE00322,C0481,O00344,2024-01-26 21:37:00,eta_refresh,S17051,Android,RiverSide,147,True
AE00323,C0648,O01237,2025-03-11 03:52:00,payment_retry,S20836,iOS,Ctr,752,False
AE00324,C0078,O00721,2025-05-22 15:38:00,eta_refresh,S34536,Web,East,310,True
AE00325,C0479,O00062,2024-06-29 12:26:00,eta_refresh,S70624,Android,North,180,True
AE00326,C0518,O00946,2025-07-01 13:21:00,track_order,S29534,iOS,Airport,202,True
AE00327,C0186,O00341,2024-02-13 16:18:00,search_route,S92655,Web,Central,311,True
AE00328,C0517,,2024-12-05 05:55:00,track_order,S81197,Android,NORTH,76,True
AE00329,C0172,O00193,2024-08-21 13:52:00,track_order,S67439,Android,Airport,387,True
AE00330,C0479,O00220,2024-06-04 23:57:00,payment_retry,S57427,Web,AIRPORT,577,True
AE00331,C0227,,2024-09-28 03:50:00,eta_refresh,S87401,Web,SOUTH,731,True
AE00332,C0247,O00391,2024-04-23 06:44:00,chat_opened,S99938,Android,West,409,True
AE00333,C0138,O00453,2024-05-05 18:40:00,chat_opened,S20673,iOS,North,944,True
AE00334,C0274,,2025-03-15 01:52:00,track_order,S60524,Web,Ctr,313,True
AE00335,C0520,O00499,2025-08-01 01:29:00,chat_opened,S97260,iOS,East,389,True
AE00336,C0467,,2025-01-20 01:08:00,payment_retry,S49538,Web,EAST,468,True
AE00337,C0529,O00319,2025-05-19 05:31:00,search_route,S60782,iOS,AIRPORT,385,True
AE00338,C0257,O00890,2024-08-01 09:26:00,payment_retry,S92069,Android,South,523,True
AE00339,C0316,,2025-06-04 13:22:00,search_route,S71556,iOS,Airport,590,True
AE00340,C0330,O00762,2024-06-11 14:01:00,track_order,S97505,iOS,EAST,444,True
AE00341,C0537,O01121,2025-06-24 07:43:00,chat_opened,S44241,iOS,RiverSide,527,True
AE00342,C0245,O00134,2025-02-26 11:20:00,delivery_instruction_update,S34258,Android,WEST,897,True
AE00343,C0113,,2025-03-18 08:14:00,eta_refresh,S30321,Android,Ctr,595,True
AE00344,C0429,,2024-05-14 09:28:00,chat_escalated,S24008,Web,CENTRAL,998,False
AE00345,C0535,O01106,2025-10-25 23:21:00,track_order,S27492,iOS,north,425,True
AE00346,C0367,O00864,2025-07-24 12:46:00,track_order,S85123,Android,EAST,466,True
AE00347,C0198,,2024-11-19 11:28:00,track_order,S52660,Web,South,632,True
AE00348,C0470,O00950,2025-05-06 06:45:00,chat_opened,S12702,Android,Central,73,True
AE00349,C0568,O00258,2025-07-01 01:46:00,search_route,S68625,Android,Ctr,599,True
AE00350,C0440,O00649,2024-07-11 13:26:00,chat_escalated,S55047,Web,RiverSide,431,True
AE00351,C0374,,2024-08-10 14:40:00,chat_opened,S77770,iOS,Riverside,665,True
AE00352,C0372,O01052,2025-07-04 15:37:00,payment_retry,S40310,Android,EAST,339,False
AE00353,C0467,O01164,2025-06-19 03:46:00,track_order,S84118,Web,Airport,1240,True
AE00354,C0240,O00522,2025-12-31 09:17:00,payment_retry,S88059,iOS,Airport,224,True
AE00355,C0024,O00498,2025-09-05 07:19:00,eta_refresh,S50272,Web,Ctr,162,True
AE00356,C0188,,2025-06-02 05:26:00,delivery_instruction_update,S19198,Android,Airport,439,True
AE00357,C0237,O00715,2024-03-31 09:46:00,track_order,S58207,Android,West,155,True
AE00358,C0150,,2025-09-15 07:41:00,cancel_attempt,S49398,iOS,West,436,True
AE00359,C0246,O00285,2025-07-20 17:10:00,chat_opened,S75742,Android,north,421,True
AE00360,C0494,,2024-08-24 23:13:00,search_route,S90549,Android,SOUTH,546,True
AE00361,C0107,O01138,2024-08-11 22:50:00,chat_opened,S52326,Android,AIRPORT,1690,True
AE00362,C0110,O00472,2025-05-18 06:34:00,cancel_attempt,S41990,Android,Central,712,True
AE00363,C0502,,2024-05-27 09:15:00,eta_refresh,S13723,iOS,West,314,True
AE00364,C0442,O00437,2025-12-28 12:16:00,chat_opened,S62470,Android,WEST,191,True
AE00365,C0495,,2024-05-26 00:06:00,track_order,S52410,Web,SOUTH,345,True
AE00366,C0303,O00876,2025-02-12 17:14:00,track_order,S28427,iOS,East,374,True
AE00367,C0422,,2025-12-09 08:52:00,payment_retry,S64636,iOS,Riverside,250,False
AE00368,C0198,O00108,2024-05-13 12:41:00,eta_refresh,S81518,iOS,SOUTH,690,True
AE00369,C0233,O00056,2025-07-03 19:28:00,payment_retry,S64693,Android,South,767,True
AE00370,C0143,O00349,2025-11-04 05:48:00,track_order,S81391,Android,SOUTH,248,True
AE00371,C0465,O00120,2025-09-02 04:20:00,delivery_instruction_update,S69933,Android,SOUTH,567,True
AE00372,C0031,O01153,2025-01-11 08:26:00,chat_escalated,S31367,Android,North,421,False
AE00373,C0428,O00887,2024-06-05 00:55:00,eta_refresh,S30198,Web,AIRPORT,749,True
AE00374,C0235,,2025-07-27 14:49:00,delivery_instruction_update,S26479,Android,South,446,True
AE00375,C0191,O01124,2025-03-22 13:47:00,delivery_instruction_update,S67260,iOS,RiverSide,669,True
AE00376,C0097,O00348,2025-10-15 06:18:00,track_order,S46372,Android,East,337,True
AE00377,C0144,O00866,2024-11-14 08:15:00,eta_refresh,S75566,Android,South,60,True
AE00378,C0528,O01093,2025-07-17 03:13:00,track_order,S64607,iOS,AIRPORT,668,True
AE00379,C0649,O00517,2024-02-27 15:55:00,chat_opened,S53800,iOS,SOUTH,301,True
AE00380,C0134,O01002,2025-12-21 09:44:00,eta_refresh,S23762,Android,Central,60,True
AE00381,C0573,O00812,2025-04-17 07:41:00,eta_refresh,S64472,Android,East,517,True
AE00382,C0361,O01249,2025-11-02 07:29:00,eta_refresh,S86079,iOS,Central,428,True
AE00383,C0313,O01239,2025-07-08 22:02:00,chat_escalated,S25556,iOS,NORTH,534,True
AE00384,C0425,O00303,2025-07-13 15:37:00,payment_retry,S91940,Android,AIRPORT,265,True
AE00385,C0331,O01246,2025-02-23 03:07:00,delivery_instruction_update,S85959,iOS,RiverSide,636,True
AE00386,C0269,O01127,2025-03-20 05:38:00,chat_opened,S72987,iOS,East,436,True
AE00387,C0430,,2024-12-23 11:44:00,eta_refresh,S12449,Android,Ctr,1103,True
AE00388,C0437,,2025-07-07 13:49:00,payment_retry,S40594,Android,Ctr,363,True
AE00389,C0026,O00884,2024-07-14 21:54:00,search_route,S34019,Web,AIRPORT,1265,True
AE00390,C0140,,2025-06-17 17:49:00,delivery_instruction_update,S39323,iOS,EAST,324,True
AE00391,C0058,,2024-06-01 07:38:00,eta_refresh,S98672,Web,WEST,68,True
AE00392,C0617,,2024-07-25 22:02:00,chat_opened,S55184,Android,SOUTH,552,True
AE00393,C0406,O01209,2025-01-01 09:37:00,chat_escalated,S87121,iOS,WEST,324,True
AE00394,C0292,O01005,2025-04-26 09:01:00,chat_opened,S35246,iOS,EAST,267,True
AE00395,C0016,O00748,2024-04-30 02:38:00,search_route,S79318,iOS,AIRPORT,161,True
AE00396,C0564,O00111,2024-01-02 03:02:00,track_order,S54033,Web,AIRPORT,1633,True
AE00397,C0517,O00180,2024-08-16 20:27:00,search_route,S72253,iOS,Airport,676,True
AE00398,C0317,,2025-04-24 02:57:00,track_order,S10823,Android,Riverside,442,True
AE00399,C0617,,2025-04-03 23:33:00,search_route,S59034,iOS,AIRPORT,504,True
AE00400,C0256,O01216,2024-10-07 04:49:00,search_route,S90819,iOS,North,149,True
AE00401,C0401,,2025-08-10 10:58:00,eta_refresh,S66819,Android,WEST,692,True
AE00402,C0459,O00554,2025-01-15 08:37:00,track_order,S46288,iOS,SOUTH,655,True
AE00403,C0180,O00149,2025-03-19 09:20:00,payment_retry,S10192,Android,Ctr,108,True
AE00404,C0121,O01227,2025-04-05 09:01:00,eta_refresh,S46724,iOS,RiverSide,521,True
AE00405,C0534,O00754,2024-10-26 21:19:00,search_route,S47493,Android,Airport,391,True
AE00406,C0347,,2024-04-14 08:45:00,search_route,S35157,Web,SOUTH,314,True
AE00407,C0323,O00442,2025-01-12 17:00:00,track_order,S11233,iOS,Riverside,435,True
AE00408,C0188,O01142,2024-01-27 06:30:00,delivery_instruction_update,S52727,Android,West,94,True
AE00409,C0553,O00968,2025-05-18 14:10:00,payment_retry,S15466,Android,SOUTH,247,True
AE00410,C0377,O00170,2024-08-15 13:48:00,cancel_attempt,S21027,Android,Central,556,True
AE00411,C0232,O00652,2025-07-11 06:55:00,eta_refresh,S54027,Web,WEST,318,True
AE00412,C0005,,2025-12-17 03:49:00,search_route,S77981,Android,West,363,True
AE00413,C0615,O00548,2025-06-30 19:24:00,chat_opened,S29100,Web,EAST,415,True
AE00414,C0347,,2025-11-27 13:43:00,delivery_instruction_update,S35015,Android,AIRPORT,863,True
AE00415,C0073,,2025-01-14 07:33:00,track_order,S23089,Android,East,189,True
AE00416,C0567,,2024-12-03 09:17:00,payment_retry,S49000,Android,South,377,True
AE00417,C0381,O01091,2025-05-26 16:35:00,payment_retry,S83880,Android,WEST,93,False
AE00418,C0012,O01122,2025-11-06 16:41:00,track_order,S77156,Android,WEST,489,True
AE00419,C0098,,2025-12-13 06:08:00,chat_escalated,S21703,iOS,South,218,False
AE00420,C0292,O00068,2025-07-12 13:05:00,track_order,S85103,Android,North,313,True
AE00421,C0248,,2025-05-29 14:18:00,payment_retry,S91752,Web,Riverside,626,True
AE00422,C0441,O00626,2024-05-03 17:49:00,eta_refresh,S44698,Android,Airport,1148,True
AE00423,C0397,,2024-08-17 11:02:00,payment_retry,S97087,Android,EAST,417,True
AE00424,C0122,O00515,2025-01-30 01:54:00,track_order,S63816,Android,AIRPORT,863,True
AE00425,C0444,O00651,2025-12-13 07:30:00,track_order,S51771,Web,Airport,427,True
AE00426,C0232,O00442,2024-01-06 16:17:00,eta_refresh,S91627,Android,East,385,True
AE00427,C0163,,2024-09-11 08:22:00,delivery_instruction_update,S86956,Android,NORTH,336,True
AE00428,C0410,,2024-03-14 05:03:00,chat_opened,S38484,Android,Ctr,242,True
AE00429,C0604,O00119,2025-05-29 18:52:00,delivery_instruction_update,S89816,iOS,Riverside,374,True
AE00430,C0293,O00589,2025-02-27 18:39:00,eta_refresh,S54890,Android,north,507,True
AE00431,C0498,O00890,2024-12-12 02:40:00,search_route,S42910,Android,SOUTH,840,True
AE00432,C0566,,2025-08-22 15:42:00,search_route,S57637,Android,NORTH,489,True
AE00433,C0505,O01229,2024-11-08 11:31:00,cancel_attempt,S95338,Web,South,173,True
AE00434,C0568,O00624,2024-07-01 20:26:00,track_order,S65887,Android,East,572,True
AE00435,C0443,,2024-09-19 15:35:00,eta_refresh,S85198,Android,South,627,True
AE00436,C0105,O00400,2024-09-11 01:02:00,payment_retry,S32334,iOS,RiverSide,607,True
AE00437,C0039,O01030,2024-01-22 18:04:00,payment_retry,S89304,iOS,West,153,False
AE00438,C0141,O00110,2025-06-03 18:59:00,eta_refresh,S56257,Android,RiverSide,880,True
AE00439,C0266,O00694,2025-06-22 20:44:00,chat_opened,S88251,iOS,SOUTH,442,True
AE00440,C0343,O00175,2024-10-10 07:45:00,eta_refresh,S65286,Android,East,343,True
AE00441,C0410,O00491,2025-02-03 05:01:00,track_order,S20334,Android,East,633,True
AE00442,C0399,O01089,2024-03-29 12:18:00,chat_opened,S61743,iOS,AIRPORT,613,True
AE00443,C0352,O00052,2024-06-17 16:24:00,track_order,S44595,Web,North,427,True
AE00444,C0033,O00457,2025-10-27 22:48:00,chat_opened,S80276,Android,Ctr,444,True
AE00445,C0059,O00368,2024-08-28 18:45:00,search_route,S64535,Android,East,257,True
AE00446,C0363,,2024-12-08 21:41:00,delivery_instruction_update,S49168,iOS,SOUTH,295,True
AE00447,C0482,,2024-05-27 00:40:00,cancel_attempt,S25973,Android,Airport,427,True
AE00448,C0116,O00640,2025-06-03 06:20:00,payment_retry,S60860,Web,WEST,696,True
AE00449,C0448,O01046,2025-05-16 16:42:00,track_order,S75654,Android,CENTRAL,354,True
AE00450,C0127,O00569,2024-10-17 16:23:00,cancel_attempt,S31505,Android,Riverside,481,True
AE00451,C0263,O00397,2024-04-19 20:58:00,payment_retry,S48520,Web,north,566,True
AE00452,C0328,O01033,2025-10-14 21:53:00,payment_retry,S67845,Android,SOUTH,865,True
AE00453,C0533,O01050,2025-01-07 07:22:00,eta_refresh,S27396,Android,SOUTH,60,True
AE00454,C0319,,2024-06-16 07:27:00,cancel_attempt,S86441,Android,South,619,True
AE00455,C0185,,2025-06-15 06:13:00,delivery_instruction_update,S73947,iOS,Riverside,144,True
AE00456,C0065,O00468,2025-08-26 00:32:00,chat_opened,S41927,iOS,WEST,445,True
AE00457,C0646,,2025-04-02 08:36:00,payment_retry,S34228,Web,AIRPORT,881,True
AE00458,C0227,,2024-02-08 23:26:00,search_route,S49487,Android,NORTH,606,True
AE00459,C0530,O00259,2025-05-01 22:20:00,eta_refresh,S39920,Android,Riverside,633,True
AE00460,C0207,,2025-04-08 18:47:00,cancel_attempt,S22911,iOS,Riverside,253,True
AE00461,C0338,O00694,2025-01-20 13:17:00,search_route,S99353,Android,SOUTH,560,True
AE00462,C0306,O00871,2024-07-08 17:38:00,track_order,S25207,Web,AIRPORT,1403,True
AE00463,C0632,O00578,2025-12-12 16:29:00,search_route,S67860,iOS,WEST,459,True
AE00464,C0141,,2025-06-13 02:18:00,chat_opened,S99949,Android,EAST,498,True
AE00465,C0405,O00472,2024-10-14 12:40:00,payment_retry,S46496,Android,North,289,True
AE00466,C0340,O00877,2025-02-07 04:03:00,delivery_instruction_update,S79340,iOS,NORTH,741,True
AE00467,C0020,O00568,2024-11-16 21:24:00,eta_refresh,S88112,Web,North,72,True
AE00468,C0256,O00270,2025-08-21 17:49:00,chat_opened,S77533,Android,AIRPORT,386,True
AE00469,C0364,O00426,2025-10-01 02:21:00,chat_opened,S25925,Android,north,230,True
AE00470,C0426,O00313,2024-07-12 14:41:00,chat_opened,S38146,iOS,north,630,True
AE00471,C0483,,2024-08-30 13:38:00,track_order,S61566,iOS,RiverSide,535,True
AE00472,C0598,O00433,2024-08-03 09:44:00,search_route,S33427,iOS,WEST,400,True
AE00473,C0237,O00215,2025-01-30 21:28:00,payment_retry,S43089,Android,CENTRAL,404,True
AE00474,C0395,O01240,2025-11-06 13:46:00,chat_opened,S54474,Android,WEST,476,True
AE00475,C0408,O00456,2025-11-20 04:29:00,track_order,S71913,iOS,South,763,True
AE00476,C0523,O00217,2024-04-23 05:35:00,track_order,S88872,Web,WEST,294,True
AE00477,C0266,,2024-03-30 19:25:00,delivery_instruction_update,S53022,iOS,AIRPORT,365,True
AE00478,C0629,O00162,2024-08-04 19:21:00,cancel_attempt,S92557,iOS,West,511,True
AE00479,C0607,O00836,2025-01-09 13:34:00,eta_refresh,S96851,iOS,WEST,266,True
AE00480,C0376,O00946,2025-09-17 13:25:00,eta_refresh,S83765,Web,WEST,655,True
AE00481,C0120,O00026,2025-02-09 09:36:00,eta_refresh,S31920,iOS,West,486,True
AE00482,C0538,O01053,2025-05-25 15:42:00,track_order,S90703,Android,CENTRAL,363,True
AE00483,C0220,O00464,2025-08-05 22:34:00,payment_retry,S60131,Android,NORTH,378,True
AE00484,C0409,O00954,2024-09-08 07:04:00,chat_opened,S54681,Android,East,366,True
AE00485,C0286,O00820,2025-03-22 14:00:00,search_route,S27241,iOS,Ctr,650,True
AE00486,C0642,O01090,2024-11-24 12:57:00,delivery_instruction_update,S44319,Web,EAST,445,True
AE00487,C0113,O00668,2024-03-30 03:51:00,search_route,S82488,Web,Riverside,407,True
AE00488,C0403,O00609,2025-06-02 02:06:00,payment_retry,S49774,iOS,north,504,False
AE00489,C0216,O00923,2025-09-06 07:08:00,search_route,S25859,Web,AIRPORT,93,True
AE00490,C0092,O00951,2024-11-16 07:23:00,track_order,S49678,Android,CENTRAL,629,True
AE00491,C0280,O00387,2024-10-28 12:40:00,eta_refresh,S83479,iOS,East,379,True
AE00492,C0626,O00321,2025-09-27 14:21:00,chat_escalated,S90324,Web,Central,732,False
AE00493,C0032,O00014,2025-10-16 22:09:00,search_route,S81341,Android,West,609,True
AE00494,C0066,,2024-12-17 10:58:00,track_order,S87386,Android,East,204,True
AE00495,C0152,O00180,2025-05-26 14:42:00,eta_refresh,S19414,iOS,north,461,True
AE00496,C0449,O00883,2024-02-21 07:36:00,chat_escalated,S79276,Android,SOUTH,699,True
AE00497,C0019,O00629,2024-10-09 04:18:00,search_route,S48419,Android,SOUTH,570,True
AE00498,C0621,,2025-04-05 12:19:00,chat_opened,S97305,iOS,Airport,234,True
AE00499,C0067,,2025-01-15 23:40:00,track_order,S64477,Android,Riverside,322,True
AE00500,C0044,O01025,2025-11-09 05:18:00,cancel_attempt,S17169,Android,Riverside,401,True
AE00501,C0088,,2024-03-21 09:36:00,chat_opened,S85870,iOS,SOUTH,317,True
AE00502,C0298,O00586,2025-06-11 10:21:00,delivery_instruction_update,S37174,iOS,RiverSide,339,True
AE00503,C0112,O00001,2024-08-02 12:35:00,delivery_instruction_update,S44209,Android,Riverside,204,True
AE00504,C0530,O00911,2024-09-27 20:14:00,eta_refresh,S26188,iOS,north,650,True
AE00505,C0126,O00933,2025-07-16 13:22:00,delivery_instruction_update,S77180,Web,RiverSide,60,True
AE00506,C0521,O00847,2025-06-12 23:24:00,search_route,S52317,Android,North,746,True
AE00507,C0613,O00916,2025-12-30 23:05:00,eta_refresh,S75035,iOS,EAST,805,True
AE00508,C0247,,2024-01-05 03:05:00,search_route,S40964,iOS,Airport,661,True
AE00509,C0408,O00111,2025-09-01 23:13:00,delivery_instruction_update,S54652,iOS,NORTH,558,True
AE00510,C0622,O01201,2025-09-10 05:05:00,chat_opened,S76345,Android,WEST,200,True
AE00511,C0603,O00263,2025-02-23 07:32:00,eta_refresh,S15323,Android,South,626,True
AE00512,C0089,O00210,2024-04-09 08:22:00,payment_retry,S31359,iOS,Ctr,171,True
AE00513,C0128,,2025-12-15 19:45:00,chat_escalated,S83961,Android,CENTRAL,387,False
AE00514,C0479,O00130,2024-04-16 07:25:00,track_order,S88181,Android,WEST,563,True
AE00515,C0239,O00552,2025-08-10 23:50:00,track_order,S66252,iOS,SOUTH,241,True
AE00516,C0054,O00305,2024-08-19 07:16:00,eta_refresh,S55049,Android,West,695,True
AE00517,C0089,O00288,2025-01-06 00:09:00,eta_refresh,S30949,Android,RiverSide,358,True
AE00518,C0313,O00598,2025-03-20 18:15:00,cancel_attempt,S42373,Android,South,60,True
AE00519,C0425,O00482,2025-03-13 19:45:00,delivery_instruction_update,S91220,Android,South,472,True
AE00520,C0221,O00875,2025-11-30 11:23:00,delivery_instruction_update,S38093,iOS,SOUTH,60,True
AE00521,C0542,O01079,2024-08-26 03:38:00,eta_refresh,S43006,Android,AIRPORT,153,True
AE00522,C0495,O00380,2024-01-09 03:41:00,eta_refresh,S15468,iOS,Airport,247,True
AE00523,C0212,,2025-08-13 15:36:00,delivery_instruction_update,S34133,Android,Central,990,True
AE00524,C0377,O00759,2024-03-17 02:17:00,chat_opened,S27328,iOS,Airport,1468,True
AE00525,C0300,O01001,2025-07-23 15:34:00,delivery_instruction_update,S49936,Android,CENTRAL,716,True
AE00526,C0137,,2025-04-21 19:54:00,search_route,S25731,Android,SOUTH,313,True
AE00527,C0475,,2025-10-06 08:53:00,track_order,S58709,iOS,West,225,True
AE00528,C0502,O00032,2025-02-28 15:15:00,eta_refresh,S61761,Android,NORTH,376,True
AE00529,C0226,,2024-01-17 07:51:00,track_order,S67010,Web,South,810,True
AE00530,C0433,O00520,2024-01-01 10:39:00,eta_refresh,S29551,iOS,RiverSide,279,True
AE00531,C0175,O00897,2025-12-13 19:30:00,payment_retry,S18824,iOS,EAST,298,False
AE00532,C0223,,2025-04-13 05:32:00,delivery_instruction_update,S23263,Web,West,420,True
AE00533,C0358,O00953,2024-11-10 03:21:00,eta_refresh,S56553,iOS,Ctr,662,True
AE00534,C0518,O00447,2024-01-04 16:24:00,eta_refresh,S59635,Android,north,271,True
AE00535,C0133,O01234,2025-05-23 02:05:00,chat_opened,S28612,Android,Airport,405,True
AE00536,C0317,,2025-02-25 05:22:00,eta_refresh,S46532,Android,Ctr,671,True
AE00537,C0124,O00394,2024-08-10 21:10:00,search_route,S68896,Android,South,431,True
AE00538,C0597,O00135,2024-04-18 11:43:00,delivery_instruction_update,S20205,iOS,East,666,True
AE00539,C0145,O00986,2024-07-06 23:30:00,track_order,S78417,Web,EAST,133,True
AE00540,C0094,,2024-03-01 14:58:00,chat_opened,S46627,Android,north,347,True
AE00541,C0635,O00803,2024-06-06 20:52:00,track_order,S34716,iOS,Riverside,83,True
AE00542,C0508,O00291,2024-09-28 21:45:00,track_order,S86081,iOS,SOUTH,267,True
AE00543,C0176,O00002,2025-06-26 03:34:00,track_order,S74871,iOS,AIRPORT,244,True
AE00544,C0411,O00258,2024-06-17 01:39:00,chat_opened,S14020,iOS,Ctr,451,True
AE00545,C0019,O00640,2025-10-23 01:47:00,search_route,S93178,Android,Central,171,True
AE00546,C0041,O00050,2025-07-18 12:02:00,eta_refresh,S37605,Web,NORTH,242,True
AE00547,C0238,O00764,2024-09-28 04:05:00,chat_escalated,S36427,Android,Riverside,1138,False
AE00548,C0454,O00923,2024-05-03 13:22:00,chat_opened,S35306,Android,EAST,510,True
AE00549,C0442,O00287,2025-08-29 00:35:00,delivery_instruction_update,S64617,iOS,West,763,True
AE00550,C0388,O00923,2024-08-15 18:46:00,search_route,S46051,Android,NORTH,549,True
AE00551,C0013,O00455,2025-06-15 23:09:00,chat_opened,S84328,Android,Riverside,477,True
AE00552,C0616,O01232,2024-07-28 14:12:00,search_route,S47519,Android,SOUTH,671,True
AE00553,C0401,,2025-08-13 10:59:00,track_order,S41785,iOS,Central,104,True
AE00554,C0394,O01117,2024-11-03 05:42:00,track_order,S93872,Web,SOUTH,292,True
AE00555,C0108,,2025-10-11 17:50:00,track_order,S35202,Web,AIRPORT,904,True
AE00556,C0266,,2024-02-13 11:19:00,track_order,S17949,iOS,East,598,True
AE00557,C0187,O00982,2025-02-13 06:44:00,chat_opened,S54552,iOS,RiverSide,720,True
AE00558,C0129,O01192,2024-08-27 13:04:00,payment_retry,S40376,iOS,EAST,603,True
AE00559,C0337,O01131,2024-01-30 07:36:00,chat_escalated,S93047,iOS,AIRPORT,426,False
AE00560,C0062,O01056,2025-03-30 12:44:00,chat_opened,S36308,Android,Airport,60,True
AE00561,C0006,O00716,2024-03-14 20:26:00,chat_opened,S17807,Web,South,97,True
AE00562,C0291,O00100,2024-05-17 23:35:00,payment_retry,S45061,Android,South,567,False
AE00563,C0259,O00572,2025-11-07 23:10:00,search_route,S94354,iOS,EAST,424,True
AE00564,C0620,O00745,2025-06-29 18:33:00,track_order,S88208,Android,South,854,True
AE00565,C0260,O00177,2024-09-19 23:02:00,track_order,S51574,Web,SOUTH,351,True
AE00566,C0538,O00071,2024-12-15 09:29:00,chat_opened,S13907,iOS,AIRPORT,709,True
AE00567,C0403,,2025-12-06 13:13:00,delivery_instruction_update,S74491,Android,Riverside,838,True
AE00568,C0033,O00103,2025-07-16 05:21:00,search_route,S88268,iOS,Airport,691,True
AE00569,C0029,O00438,2025-05-20 00:59:00,cancel_attempt,S35398,Android,West,831,True
AE00570,C0133,O01194,2024-05-21 17:50:00,delivery_instruction_update,S69203,iOS,Riverside,387,True
AE00571,C0568,O00328,2025-01-08 15:50:00,chat_escalated,S30102,Web,SOUTH,661,True
AE00572,C0074,,2025-10-03 05:16:00,track_order,S12786,Android,East,67,True
AE00573,C0291,O00865,2024-04-17 04:45:00,chat_opened,S32689,Android,Central,256,True
AE00574,C0591,O01219,2025-08-20 22:54:00,track_order,S22064,Android,Airport,517,True
AE00575,C0509,O00011,2024-12-26 18:38:00,track_order,S44128,iOS,AIRPORT,456,True
AE00576,C0218,O00901,2024-11-04 21:00:00,search_route,S39058,Android,WEST,488,True
AE00577,C0050,O00217,2025-10-29 03:52:00,payment_retry,S25608,iOS,South,280,True
AE00578,C0289,O01215,2025-06-28 05:20:00,chat_opened,S40958,Android,Ctr,1462,True
AE00579,C0088,O01143,2025-07-28 12:36:00,search_route,S48311,Android,north,730,True
AE00580,C0442,O00629,2025-10-11 08:12:00,delivery_instruction_update,S87300,Android,East,60,True
AE00581,C0203,,2024-03-07 08:14:00,chat_opened,S36767,Android,West,708,True
AE00582,C0509,O00053,2025-01-01 20:04:00,chat_escalated,S17952,iOS,Central,1402,False
AE00583,C0040,O00424,2024-12-19 02:44:00,eta_refresh,S38065,iOS,East,60,True
AE00584,C0338,,2024-06-02 09:07:00,cancel_attempt,S42250,iOS,North,441,True
AE00585,C0183,O00458,2025-06-21 10:17:00,eta_refresh,S16357,Android,CENTRAL,152,True
AE00586,C0334,,2025-04-07 08:42:00,search_route,S25359,Android,Ctr,249,True
AE00587,C0430,,2024-05-21 17:34:00,chat_opened,S79926,Android,SOUTH,213,True
AE00588,C0046,O00582,2025-06-03 08:19:00,payment_retry,S73412,iOS,RiverSide,516,False
AE00589,C0543,,2024-11-19 19:38:00,track_order,S82119,Android,Riverside,357,True
AE00590,C0515,,2025-04-13 04:28:00,search_route,S33101,Android,East,145,True
AE00591,C0099,O00801,2024-11-06 12:29:00,eta_refresh,S78327,Android,Central,755,True
AE00592,C0231,,2024-05-06 13:33:00,delivery_instruction_update,S63193,Android,Airport,704,True
AE00593,C0030,,2025-03-10 18:52:00,track_order,S79043,Android,WEST,655,True
